path,ContentDescription,QualityPerspective,Keyword,dmos
wn/img47.bmp,"The image displays a pixelated, multicolored background with blurry, darker patches.","The image has pixelated details, low clarity and a noisy, multicolored texture.",Static,71.45708588139159
wn/img48.bmp,"The image depicts a red-and-white building with signs, green bushes, a white bush, and trees along a stone path.","The image has clear details, vibrant greenery, and distinct building and path features.",building,31.570742673042144
wn/img49.bmp,"The image shows a cityscape with a busy highway, colorful flowers, and tall buildings.","The image has a grainy texture, vivid floral colors, and distinguishable urban and natural elements.",cityscape,54.80278986865503
wn/img50.bmp,"The image shows dancers in colorful dresses performing on a decorated stage with a white pergola, banners, and green grass.","The image has pixelated texture, vivid colors, discernible figures, and visible stage elements with banners and grass.",Performance,57.19522397546152
wn/img51.bmp,Dancers in colorful dresses perform on a stone stage under a white pergola with festive flags for a Cinco de Mayo celebration.,"The image has grainy texture, colorful flags, and discernible details of a Cinco de Mayo celebration scene with dancers.",CincoDeMayo,54.031702447174354
wn/img52.bmp,The image displays a dense multicolored pixelated static pattern.,The image has a dense multicolored pixelated static pattern with tiny varied color dots.,Static,67.53582395023882
wn/img53.bmp,"The image shows a pixelated cityscape with buildings, a road, and grassy areas.","The image has pixelated texture, diverse colors, and blurred urban details.",cityscape,66.29900471008837
wn/img54.bmp,"The image shows a large red barn, a small red house, a calm pond, green trees, and tall grass under a cloudy sky.","The image has clear reflections, natural colors, and distinct details of a barn, house, pond, and landscape.",Barn,23.48981406058134
wn/img55.bmp,A figure in white garments wears a golden crown and holds a golden sphere.,"The image has clear details, vivid white and golden colors, and visible textures.",Statue,32.790887811496695
wn/img56.bmp,"The sailboat ZENTIME floats on turquoise water near a green, tree - lined shore.","The image has legible text on the boat, vivid turquoise water, and distinct shoreline details.",Sailboat,32.15919587071531
wn/img57.bmp,"The image shows a grainy, multicolored static pattern with tiny colorful dots.","The image has a grainy texture, multicolored tiny dots, and a static-like pattern.",Static,67.62262484027339
wn/img58.bmp,The image displays a dense arrangement of tiny colorful dots.,"The image has a grainy texture, varied hues, and a detailed dot pattern.",Static,72.59725363203397
wn/img59.bmp,"A person in a hat sits on a white bucket, fishes on a wooden dock by a river with a bridge in the background.","The image shows a person, a dock, a river, a bridge, with clear water reflections and visible details.",Fishing,18.171540818466337
wn/img60.bmp,The image depicts a pixelated human face with tiny colorful dots.,"The image has a pixelated appearance, multicolored dots, and a vague facial outline.",Face,67.5793466034861
wn/img61.bmp,"The image depicts several old, colorful buildings with distinct architectural details.","The image has grainy texture, varied colors and visible building facades.",Buildings,56.6813925019012
wn/img62.bmp,The image shows a domed building and a columned building with green trees under a blue sky.,"The image has clear architectural details, green trees, and a blue sky with clouds.",Architecture,47.815364470050575
wn/img63.bmp,"The image shows a cemetery gate (Gate G2) with a red brick pillar, black metal fence, two signs (welcoming respectful visitors, prohibiting students), gray tombstones, bare trees, and green grass.","The image has clear details, distinct text on signs, visible brick and stone textures, and natural green and gray colors.",Cemetery,35.310519059258056
wn/img64.bmp,Five colorful hats hang on a wooden board against a sky with clouds.,"The image has clear details, vivid colors, and distinct hat shadows.",Hats,22.503374626941653
wn/img65.bmp,"The image shows a cemetery gate with a red brick pillar, black metal fence, and stone gravestones.","The image has a grainy texture, green grass, bare trees, and printed text on a fence.",Cemetery,52.30651823582071
wn/img66.bmp,"The image shows a pixelated lighthouse, a building, and a fence.","The image has low clarity, pixelated details, and a noisy texture.",Lighthouse,68.58777412641652
wn/img67.bmp,"Two colorful parrots (one red, one multicolored) stand against a blurred green background.","The image displays two parrots with vivid colors, clear feather details, and a softly blurred background.",Parrots,38.93056555718149
wn/img68.bmp,Motocross riders in colorful gear sit on variously colored dirt bikes at a dirt track start line.,"The image has clear details, vivid colors, and distinct motocross riders on dirt bikes.",Motocross,37.99576353679407
wn/img69.bmp,Two colorful parrots stand beside each other against a blurred green background.,"The image has vivid colors, clear feather details of the parrots, and a blurred background.",Parrots,47.03859547704133
wn/img70.bmp,"The image shows a large red barn, a small red outbuilding, a still pond, green trees, and lush grass beneath a dark cloudy sky.","The image has a clear reflection of the barn, vivid natural hues, and distinguishable details of the pond, vegetation, and buildings.",barn,35.507924699203414
wn/img71.bmp,The image shows two brown stuffed dogs and three yellow stuffed bears hanging on a wire rack with a price tag.,"The image has stuffed animals, a price tag, and a wire rack with distinguishable colors and shapes.",Toys,48.12179120703937
wn/img72.bmp,"The image depicts a multi - lane highway with moving cars, colorful wildflowers in the foreground, and tall urban buildings in the distance.","The image has visible grain, vivid floral colors, and distinguishable details of the highway, flowers, and structures.",Highway,37.66736420630842
wn/img73.bmp,A person wearing a hat sits on a wooden pier by a wide river with a long bridge in the background.,"The image has a grainy texture, distinguishable shapes of a person, bridge, and water.",Person,51.27952860861556
wn/img74.bmp,A group of people in red life jackets ride a yellow raft on turbulent water.,"The image has clear text, vivid colors, and visible details of the raft and people.",rafting,43.02597822759181
wn/img75.bmp,"Two colorful parrots, one red with blue-green wings and one yellow with blue-green wings, stand against a blurred green background.","The image has vivid colors, clear feather details, and a softly blurred green background.",Parrots,20.6229932562243
wn/img76.bmp,A small sailboat named ZENTIME floats on calm turquoise water near a tree - lined shore.,"The image shows a sailboat on turquoise water, with a tree - lined shore and a hazy sky in the background.",Sailboat,23.2098354408661
wn/img77.bmp,The image shows a pixelated yellow boat with red figures.,"The image has heavy noise, low clarity, and indistinct details.",boat,65.65386337913596
wn/img78.bmp,"A vintage airplane with yellow nose, black - white striped wings, and “Six - Shooters” text rests on grassy field with other aircraft.","The image shows a vintage airplane with clear text, distinct colors, and visible details on grassy field with other planes.",Airplane,20.658684095642474
wn/img79.bmp,A small sailboat named ZENTIME floats on turquoise water near a tree - lined shore.,"The image shows a sailboat, rippled turquoise water, and a distant tree - lined shore with visible text and details.",Sailboat,43.28446508243275
wn/img80.bmp,The image shows blurry multicolored shapes on a noisy background.,"The image has pixelated details, vibrant colors, and a grainy texture.",Noise,67.38191488202578
wn/img81.bmp,Several sailboats with colorful sails and people race on calm water under a cloudy sky.,"The image has clear details, vivid colors, and distinguishable sailboats on water.",Sailboats,24.16469367657933
wn/img82.bmp,A monarch butterfly with yellow and black wings rests on pink flowers.,"The image shows a butterfly with clear details, vivid colors and a softly blurred background.",Butterfly,23.942759012671203
wn/img83.bmp,"The image shows a red barn with its reflection in a calm pond, surrounded by green trees and grass.","The image has a grainy texture, a red barn, a reflective pond, and green vegetation.",Barn,52.68290142189967
wn/img84.bmp,People sail on multiple white sailboats with numbered sails in the wavy blue water.,"The image has clear details of sailboats, people, and water with vivid colors and good clarity.",Sailing,29.699985853756605
wn/img85.bmp,"A person with white-painted skin, a gold crown, and white drapery holds a golden sphere.","The image has clear details, vivid gold and white colors, and good clarity.",statue,19.68635098573341
wn/img86.bmp,A small sailboat with red and white fabric is moored near an old wooden dock in turquoise water.,"The image shows a sailboat, a weathered dock, and turquoise water with visible details and colors.",Sailboat,44.61810289148627
wn/img87.bmp,The image presents a dense arrangement of tiny multicolored dots.,"The image has a grainy texture, countless small dots, and vivid colors.",static,71.87356645452326
wn/img88.bmp,A rushing river flows through a rocky valley surrounded by green trees and snow - capped mountains.,"The image shows a rushing river, rocky banks, green vegetation, and snow - capped mountains with clear details and natural colors.",River,34.23029486513069
wn/img89.bmp,Sailboats with numbered sails carry people across wavy water.,"The image has grainy texture, distinct sail numbers, and recognizable people in colorful jackets.",Sailboats,44.75335618462668
wn/img90.bmp,Two brown stuffed dogs and three yellow stuffed bears hang on a net at a carnival game.,"The image shows clear details of stuffed animals, visible text, and distinct colors.",Toys,34.49706446809392
wn/img91.bmp,"The statue holds a golden sphere, wears a golden crown and has draped clothing.","The image has visible details, distinct colors and discernible features.",statue,50.19334387173421
wn/img92.bmp,"A stone fountain with stacked stones holds water, surrounded by green plants and colorful flowers.","The image shows a stone fountain with clear stone details, vibrant surrounding plants, and reflective water.",Fountain,51.318422411965095
wn/img93.bmp,"The image depicts two historic buildings (a columned domed one, a larger domed one) with green trees, paved roads, and a blue sky with white clouds.","The image has grainy texture, distinguishable buildings, green trees, paved streets, and a blue sky with clouds.",Buildings,53.84641159383728
wn/img94.bmp,The image contains a dense pattern of tiny multicolored dots.,The image has a grainy texture with numerous tiny multicolored dots.,Noise,72.79674301314544
wn/img95.bmp,Several motocross riders in colorful gear sit on various dirt bikes at a dirt starting line.,"The image has high clarity, vivid colors, and clear details of motocross riders and their bikes.",Motocross,25.293947664420266
wn/img96.bmp,"The image shows a tall white lighthouse, white buildings, a white picket fence, a red lifebuoy, and a cloudy sky.","The image has a grainy texture, clear structural outlines, and a cloudy sky with muted colors.",Lighthouse,51.3502225028313
wn/img97.bmp,Motocross riders ride colorful bikes on a dirt track.,"The image has distinct riders, vivid bike colors, and clear wheel details.",Motocross,49.3575302613863
wn/img98.bmp,A woman in a dark dress and pearl necklaces poses with a rusty metal sculpture in a grassy area.,"The image has clear details, natural colors, and visible textures of the dress, sculpture, and grassy background.",Woman,19.51728628082142
wn/img99.bmp,"The image depicts a small island with palm trees, surrounded by calm water, beneath a sky with white clouds.","The image presents clear details of the island, palm trees, water, and clouds with natural color tones.",Island,18.878752040927587
wn/img100.bmp,A small sailboat is tied near a rusty pier in turquoise water.,"The image has vivid turquoise water, rusty pier textures, and clear sailboat details.",Sailboat,33.84747168218642
wn/img101.bmp,People in red life vests paddle a yellow raft through turbulent whitewater.,"The image has high clarity, vivid colors, and clear details of the raft and rafters.",Rafting,18.225225740269767
wn/img102.bmp,"The image shows a red-and-white building with metal grilles, green bushes, white shrubs, and trees near a stone path.","The image has legible text, green foliage, and a textured stone path.",Building,40.56284195591726
wn/img103.bmp,The image shows several colorful traditional buildings standing along a street with a hilly tree - lined backdrop.,"The image has clear details, colorful building facades and a visible hilly background.",Buildings,25.00548166763891
wn/img104.bmp,The image shows two blurry figures with colorful pixelated patterns.,"The image has low clarity, vibrant pixelated colors and indistinct figure details.",pixelated,68.72715134454026
wn/img105.bmp,A pixelated propeller airplane rests on a grainy ground beneath a noisy sky.,"The image has pixelated details, grainy textures and a noisy color distribution.",airplane,65.42243780270577
wn/img106.bmp,"The image shows a flowing river, green trees, and snowy mountains in a natural landscape.","The image has a pixelated texture, visible river, green foliage, and snow - capped mountain details.",landscape,56.207452902803325
wn/img107.bmp,Several people in red life vests ride a yellow raft through turbulent water.,"The image has clear details of the raft, people, and water with vivid colors.",Rafting,30.986839130840742
wn/img108.bmp,"The image shows a white lighthouse, red - roofed houses, and rocky shoreline by blue ocean with white waves.","The image has clear details of a lighthouse, red - roofed buildings, rocky shore, and blue ocean with white waves.",Lighthouse,43.55504332963799
wn/img109.bmp,"The image shows a red barn, a small red house, a reflective pond, green trees, and tall grass under a cloudy sky.","The image has a reflective pond, a red barn, green trees, and a cloudy sky with distinct reflections and natural colors.",Barn,45.32049999361613
wn/img110.bmp,"Five colorful hats (yellow, orange, green, pink, blue) hang on a wooden wall against a blue sky with clouds.","The image has vivid colors, distinct shadows, and a textured wooden wall.",hats,41.339397862684045
wn/img111.bmp,"The image shows a decorated house with murals, green shutters, flower pots, and a red roof, surrounded by trees and mountains.","The image has clear details, colorful murals, and visible elements of the house, plants, and landscape.",House,36.52224734859556
wn/img112.bmp,A bronze statue of a man sits on a wooden bench with a book and green plants in the background.,"The image has pixelated texture, earthy colors, and distinguishable details of a statue, bench, and vegetation.",statue,47.64388711431484
wn/img113.bmp,"The image shows a pixelated, colorful pattern with a vague central shape.","The image has low clarity, noisy texture, and multicolored, indistinct details.",pixelation,67.71289447738057
wn/img114.bmp,"The image depicts a white lighthouse, white buildings, a white picket fence, a red lifebuoy, and a black binocular stand on a grassy area under a partly cloudy sky.","The image has clear details, natural colors, and a well-defined scene.",lighthouse,32.20299718280108
wn/img115.bmp,"A woman in a long black dress and multiple white pearl necklaces stands beside a large brown rock and a dark metal sculpture in a grassy, tree - filled area.","The image has visible textures on the rock, distinct colors of the dress, necklaces, sculpture, and natural surroundings with discernible details.",Woman,44.94526980494271
wn/img116.bmp,A group of people in red life vests paddle a yellow raft on rough whitewater.,"The image has grainy texture, legible text, and recognizable figures in a raft.",Rafting,50.37554053115559
wn/img117.bmp,Several people sail small sailboats with colorful sails on a calm body of water under a cloudy sky.,"The image has clear details, vivid sail colors, and a well - defined maritime scene.",Sailing,28.22314322398699
wn/img118.bmp,The image depicts a calm ocean surrounding a small island with green palm trees under a blue sky with white clouds.,"The image has calm water, green palm trees, a blue sky with white clouds and clear details.",island,33.50169399819825
wn/img119.bmp,"A woman wears a red hat, a red scarf, and a beaded necklace against pink fabric.","The image has grainy texture, vivid red hues, and clear facial details.",Woman,48.95462394077779
wn/img120.bmp,The image shows a small island with palm trees in calm water beneath a blue sky with white clouds.,"The image has a blue sky, white clouds, green palm trees, dark water, and a small island.",Island,51.474597776260914
wn/img121.bmp,"The image shows a small red-and-white building with metal gates, surrounded by green trees, bushes, and a pathway.","The image has a small red-and-white building, metal gates, lush green trees, white flowering bushes, and a pathway with visible details.",Building,55.286983378847374
wn/img122.bmp,"The image shows a highway, colorful flowers, and tall buildings in a cityscape.","The image has a grainy texture, vivid floral details, a visible highway, and urban buildings.",Cityscape,52.17033273533363
wn/img123.bmp,Sailboats with numbered sails carry people on wavy water.,"The image has visible noise, distinct sail numbers and recognizable people on sailboats.",Sailboats,48.03366696738555
wn/img124.bmp,A stone fountain holds water surrounded by green plants and colorful flowers.,"The image has clear details, vivid colors, and a well - defined stone fountain with water.",fountain,46.91034732543944
wn/img125.bmp,"The image shows a white lighthouse, red - roofed houses, and a rocky shore by the blue ocean.","The image has clear details, vivid colors, and distinct depictions of the lighthouse, houses, and rocky coast.",lighthouse,21.02304265105594
wn/img126.bmp,A small white boat with red cloth anchors near an old wooden pier in turquoise water.,"The image displays a boat, a weathered pier, and turquoise water with grainy texture and distinguishable details.",Boat,48.233320341629984
wn/img127.bmp,A small sailboat with red and white covers floats in turquoise water near a rusty pier.,"The image has clear details, vivid turquoise water, and a small sailboat near a rusty pier.",Sailboat,20.53686608994719
wn/img128.bmp,Several colorful sailboats carry people as they sail on the water.,"The image has visible sailboats, vibrant sails, and distinguishable human figures on the water.",Sailboats,47.81424824346578
wn/img129.bmp,A vintage airplane with a yellow nose and striped wings stands on green grass.,"The image has visible grain, distinct color patterns, and discernible text and details.",Airplane,48.69582100754658
wn/img130.bmp,"The image shows a row of colorful, historic buildings with a hilly, tree - covered background.","The image has detailed architectural structures, varied colors, and a textured natural backdrop.",Buildings,52.16119598246932
wn/img131.bmp,The image shows a rocky landscape with green trees and snowy mountains.,"The image has a textured appearance, with visible rocky ground, green vegetation, and snowy peaks.",Landscape,62.71105026602813
wn/img132.bmp,"Five colorful Bahamas hats (yellow, orange, green, pink, blue) hang on a wooden board against a blue sky with clouds.","The image has vivid colors, clear ""Bahamas"" text on hats, and distinct shadows on the wooden board.",hats,33.54176848227497
wn/img133.bmp,"The image shows a multi - lane highway with moving cars, vibrant wildflowers in the foreground, and tall urban buildings in the background.","The image has clear details of a highway, colorful wildflowers, and distant urban structures with a bright sky.",highway,19.813776756304243
wn/img134.bmp,A small white boat with red cloth is tied to an old wooden pier over turquoise water.,"The image has grainy texture, turquoise water, and a small boat tied to an old pier.",boat,52.17326241873206
wn/img135.bmp,The image shows two brown stuffed dogs and three yellow stuffed bears hanging on a white net.,"The image has a grainy texture, colorful stuffed toys, and a visible netted structure.",StuffedToys,50.47087190504282
wn/img136.bmp,"The image shows a noisy, multicolored pixelated pattern.","The image has low clarity, mixed colors and blurred details.",noise,72.49298633741233
wn/img137.bmp,The image displays a screen with colorful static noise.,"The image has dense static, multiple colors, and fine pixel patterns.",Static,70.1183913375667
wn/img138.bmp,"A flowing river passes through a rocky, green valley with tall trees and snowy mountains in the distance.","The image has clear water, lush greenery, and distinct snowy mountain details.",Landscape,24.590596782310868
wn/img139.bmp,"A vintage airplane with a yellow nose, black propeller, and striped wings rests on grassy ground.","The image shows a vintage airplane with distinct colors, visible text, and clear structural details.",Airplane,41.9217934886144
wn/img140.bmp,A monarch butterfly with yellow and black wings rests on pink flowers.,"The image has distinct butterfly wing patterns, vivid pink flowers, and a textured appearance.",Butterfly,49.08675235466103
wn/img141.bmp,A weathered sailboat floats on rippled turquoise water near a tree - lined shore.,"The image displays a sailboat, water, and shore with grainy texture, muted colors, and recognizable details.",Sailboat,48.85542516760175
wn/img142.bmp,"The image depicts a charming painted house with a red roof, green shutters, flower pots, and a wooden fence, surrounded by lush trees and mountains.","The image has clear details, vivid colors, and distinct textures of the house’s murals, roof, shutters, and natural surroundings.",House,25.18190630247393
wn/img143.bmp,"A person sits on a wooden dock by a calm river, with a large bridge in the background.","The image shows a person, a wooden dock, a calm river, and a large bridge with visible details.",Fisherman,47.23994202090737
wn/img144.bmp,"Five colorful hats (yellow, orange, green, pink, blue) hang on a wall beneath a cloudy sky.","The image displays grainy texture, vibrant hat colors, and distinct wall shadows.",Hats,48.03932331168035
wn/img145.bmp,"The image shows a vague, pixelated figure with colorful, noisy dots.","The image has pixelated details, colorful noise, and a vague figure.",noise,67.95441669649898
gblur/img1.bmp,"Five vibrant hats (yellow, orange, green, pink, blue) hang on a wooden board against a partly cloudy sky.","The image has vivid colors, clear shadows, and distinct text on the hats.",hats,40.79744662150747
gblur/img2.bmp,"The image shows a columned building with a white dome, a larger domed building, green trees, paved roads, and city structures under a blue sky with white clouds.","The image has clear details, vivid colors, and distinct architectural features of buildings, trees, roads, and sky.",buildings,36.69893153696868
gblur/img3.bmp,A monarch butterfly rests on pink flowers.,The image shows a butterfly with detailed wings and vibrant pink flowers.,Butterfly,41.81571819190511
gblur/img4.bmp,"The image shows a white lighthouse, white buildings, a white fence, a red lifebuoy, and a binocular viewer on grass under a cloudy sky.","The image has clear details, distinct colors, and visible elements of the lighthouse, buildings, fence, and surroundings.",Lighthouse,21.652387922056107
gblur/img5.bmp,A vintage airplane with a yellow nose and striped wings stands on green grass.,"The image depicts a vintage airplane with a yellow nose, striped wings, and green grass in soft focus.",Airplane,66.84060107231909
gblur/img6.bmp,Two brown stuffed dogs and three yellow stuffed bears hang on a carnival game display.,"The image has stuffed toys with vivid colors, a carnival game sign, and a netted structure.",Prizes,51.567496049237256
gblur/img7.bmp,"The image shows colorful gabled buildings lining a street, with a hilly, tree - dotted landscape behind them.","The image has clear details of colorful building facades, distinct architectural features, and a visible hilly background with bare trees.",Buildings,29.18659119805441
gblur/img8.bmp,"The image shows a red-and-white building with green bushes, a white bush, and a tree along a paved path.","The image has clear details, vivid colors, and a well - defined scene of a building with plants and a path.",building,28.869078182448074
gblur/img9.bmp,People in red life vests paddle a yellow raft on turbulent whitewater.,"The image shows a yellow raft with people, has vivid colors, clear text, and distinct water details.",rafting,25.17930193304865
gblur/img10.bmp,The image shows blurry sailboats with colorful sails on gray water under a gray sky.,"The image has low clarity, soft colors and indistinct details.",sailboats,81.39075601848249
gblur/img11.bmp,A blurry butterfly with yellow wings rests on pink flowers.,"The image shows a butterfly with yellow wings on pink flowers, with soft focus and indistinct details.",Butterfly,75.92450157535032
gblur/img12.bmp,"Two colorful parrots (one red, one yellow-blue) stand against a blurred green background.","The image shows two parrots with vivid colors, clear feather details, and a softly blurred green background.",parrots,25.06544466838626
gblur/img13.bmp,"The image shows a cemetery gate with signs, a red brick pillar, and gray tombstones in a green grassy area.","The image has clear text on signs, distinct colors of brick, grass, and tombstones, and visible details of the gate and cemetery.",Cemetery,30.87053553484016
gblur/img14.bmp,A person in a hat sits on a white bucket on a wooden dock by a wide river with a bridge in the background.,"The image has clear details, natural colors, and depicts a person, dock, river, and bridge distinctly.",Fishing,33.14363342907686
gblur/img15.bmp,"The image shows a white lighthouse, white buildings, a white picket fence with a red lifebuoy, and a black telescope on green grass under a blue sky with white clouds.","The image has a white lighthouse, white buildings, a white picket fence, a red lifebuoy, a black telescope, green grass, and a blue sky with white clouds, with visible details.",lighthouse,41.87691578840591
gblur/img16.bmp,A person sits on a white bucket on a wooden dock by a calm river with a large bridge in the distance.,"The image has soft focus, natural colors, and discernible details of a person, dock, river, and bridge.",Fishing,58.82542139271175
gblur/img17.bmp,People in red vests ride a yellow raft through rough water.,"The image has low clarity, dull colors, and blurred details.",Rafting,80.08185242408946
gblur/img18.bmp,"The image shows a rushing river with clear water, rocky banks, green trees, and snow - capped mountains in the background.","The image has clear details of a rushing river, rocky banks, vivid greenery, and snow - capped mountains under a partly cloudy sky.",River,32.43798324799404
gblur/img19.bmp,"The image shows a stone fountain with water, stacked rocks, green plants, and colorful flowers.","The image has visible details of the stone fountain, water, foliage, and flowers, with natural color variations.",Fountain,50.20470317181026
gblur/img20.bmp,"A bronze statue of a man sits on a wooden bench and reads a book, with a brick wall and green plants in the background.","The image displays a bronze statue, a wooden bench, a brick wall, and green plants with clear details.",statue,40.13275845852154
gblur/img21.bmp,Women in colorful traditional dresses dance on a white stage decorated with Cinco de Mayo banners.,"The image has clear details, vibrant colors, and distinct festive decorations.",Celebration,38.39024208204622
gblur/img22.bmp,A stone fountain with calm water and stacked rocks stands among green plants and colorful flowers.,"The image shows a stone fountain with reflective water, stacked stones, and surrounding lush greenery with vibrant flowers.",Fountain,45.33888672322679
gblur/img23.bmp,"The image shows a mural - decorated, white house with green shutters, flower pots and a lush, tree - covered mountain in the background.","The image has clear details, vivid colors and a sharp depiction of a decorated house and natural surroundings.",House,21.829091767392
gblur/img24.bmp,"The image shows a blurry white lighthouse, grassy ground, and a blue sky.","The image has low clarity, blurred details, and soft colors.",lighthouse,84.48897153621613
gblur/img25.bmp,"The image shows a red-and-white building with green bushes, a white bush, and trees along a narrow pathway.","The image has recognizable building details, green foliage, and a white bush along a pathway.",Building,56.71042207890489
gblur/img26.bmp,Several motocross riders sit on colorful dirt bikes at a starting line.,"The image has clear details of riders, vividly colored bikes, and a visible dirt track.",Motocross,41.73492240913701
gblur/img27.bmp,Two brown stuffed dogs and three yellow stuffed bears hang on a carnival game net.,"The image has clear details, vivid colors, and legible text.",Prizes,32.44451117849036
gblur/img28.bmp,"Five colorful hats (yellow, orange, green, pink, blue) hang on a wooden board against a blue sky with clouds.","The image has vivid colors, clear text on hats, distinct shadows, and detailed wooden board texture.",hats,24.647640917972566
gblur/img29.bmp,People paddle a yellow raft on rough whitewater while wearing red life vests.,"The image shows people paddling a yellow raft, with clear details, vivid colors, and legible text.",Rafting,30.14020581110176
gblur/img30.bmp,A vintage propeller airplane with yellow nose and black - white striped wings sits on green grass.,"The image shows a vintage airplane with yellow nose, black - white striped wings, grassy field and other aircraft in background.",Airplane,48.03858521435035
gblur/img31.bmp,"Two colorful parrots (one red, one yellow-blue-green) perch against a blurred green background.","The image has vivid parrot colors, a blurred background, and distinguishable feather details.",Parrots,49.19106010174272
gblur/img32.bmp,"A stone garden fountain holds water, featuring stacked stones and surrounded by green plants and colorful flowers.","The image has clear details, natural colors, and visible water reflections.",Fountain,22.41387043746313
gblur/img33.bmp,"The image shows a red-and-white building with “WEIGL WKS” sign, green shrubs, a white bush, and a stone path beside leafy trees.","The image has legible text, distinct greenery, clear architectural details, and natural color tones.",building,36.57290800406624
gblur/img34.bmp,A group of people rafts in a yellow “Snowmass Whitewater” raft on turbulent river water.,"The image has clear details, vivid colors, and legible text.",rafting,44.71956079929084
gblur/img35.bmp,A small sailboat named ZENTIME floats on turquoise water near a tree - lined shore with a small building.,"The image has clear details, vivid turquoise water, and distinct features of the sailboat, shore, and sky.",Sailboat,30.402052114441062
gblur/img36.bmp,"A woman with blonde hair wears a red hat, a black - and - white beaded necklace, and smiles against a pink curtain.","The image has high clarity, vivid colors and clear details.",woman,46.88524261173885
gblur/img37.bmp,A yellow and black butterfly rests on pink flowers.,"The image has a blurred background, detailed butterfly patterns and vibrant pink flowers.",Butterfly,52.47683449669604
gblur/img38.bmp,"A bronze statue of a man reading a book sits on a wooden bench, with a brick wall, green plants, and leaf - covered ground in the background.","The image shows a bronze statue, a wooden bench, a brick wall, green plants, and leaf - covered ground with distinguishable elements.",statue,46.89440866176151
gblur/img39.bmp,"The house displays colorful murals, green shutters, and flower pots against a lush, mountainous backdrop.","The image has clear details, vivid murals, and a distinct, lush mountainous background.",Muralled,34.979893570930216
gblur/img40.bmp,Motocross riders in colorful gear sit on various dirt bikes at a dirt track.,"The image displays motocross riders, colorful dirt bikes, and a dirt track with visible subjects, distinct colors, and recognizable details.",Motocross,55.87531129028216
gblur/img41.bmp,Women in colorful dresses dance on a white decorated stage under a pergola with festive flags.,"The image has dancers in colorful dresses, a white stage, festive flags, green grass, and a decorated pergola.",Celebration,59.65124686010489
gblur/img42.bmp,"A woman wears a red hat, a striped necklace, and a red scarf while smiling against a pink curtain.","The image has clear details, vivid red and pink colors, and distinct facial features of the woman.",Woman,36.8973112735544
gblur/img43.bmp,Multiple sailboats with colorful sails carry people on a wavy lake under a cloudy sky.,"The image shows sailboats with vibrant sails, people in bright clothing, a textured water surface, and a cloudy sky with soft contrasts.",Sailboats,40.21682295561454
gblur/img44.bmp,"A bronze statue of a man reads a book while sitting on a wooden bench with two books, against a brick wall with green plants and a leafy ground.","The image has clear details of the statue, bench, books, brick wall, plants, and ground, with natural colors and visible textures.",statue,27.532661536017788
gblur/img45.bmp,"The image shows colorful, traditional European buildings against a hilly, tree - lined backdrop.","The image has clear details, vivid colors, and distinct architectural features.",Buildings,23.40103451443918
gblur/img46.bmp,A small sailboat named ZENTIME floats on turquoise water near a green shore.,"The image has clear details, vivid turquoise water, and a distinct sailboat.",Sailboat,23.123193096948437
gblur/img47.bmp,A person sits on a white bucket on a wooden dock by a wide river with a large bridge.,"The image shows a person, a white bucket, a wooden dock, a wide river, and a large bridge with visible details.",Fishing,46.037528023119386
gblur/img48.bmp,Several sailboats with colorful sails sail on a slightly wavy body of water under a cloudy sky.,"The image has soft focus, distinguishable sailboats, and a cloudy sky with a rippled water surface.",Sailboats,53.4798260611554
gblur/img49.bmp,"The image shows a large red barn, a small red shed, green trees, a calm pond reflecting the barn, and grassy fields under a gray sky.","The image has a red barn, clear pond reflections, green vegetation, and visible rural landscape details under a gray sky.",barn,35.05830695432234
gblur/img50.bmp,A clear river flows through a rocky valley with green trees and snowy mountains in the background.,"The image shows a river with rushing water, rocky banks, lush green trees, and snow - capped mountains under a partly cloudy sky.",Landscape,44.60861754215323
gblur/img51.bmp,Women in colorful traditional dresses dance on a white stage decorated with Cinco de Mayo banners.,"The image has clear details, vivid colors, and distinct festive decorations.",Celebration,23.62677772463725
gblur/img52.bmp,The image shows two brown stuffed dogs and three yellow stuffed bears hanging on a metal structure.,"The image has vivid colors, recognizable stuffed animals and a carnival - themed backdrop.",StuffedToys,63.27262872262177
gblur/img53.bmp,"The image shows a white lighthouse, red - roofed houses, and rocky cliffs by the blue ocean under a sky with white clouds.","The image has distinguishable structures, rocky textures, ocean waves, and a sky with cloud details.",Lighthouse,55.71378985887012
gblur/img54.bmp,A white - robed statue with a golden crown holds a golden sphere.,"The image shows a statue with white robes, a golden crown, and a golden sphere, featuring vivid colors and clear textural details.",Statue,55.19597312450631
gblur/img55.bmp,"A white lighthouse, red - roofed houses, and rocky cliffs overlook the blue ocean with white waves under a bright sky.","The image has clear details, vivid colors, and a distinct view of a lighthouse, houses, and the ocean.",Lighthouse,47.71158036037685
gblur/img56.bmp,"Two colorful parrots (one red, one with yellow and blue feathers) perch against a blurred green background.","The image has vivid colors, clear feather details, and a blurred green background.",Parrots,36.5850812146053
gblur/img57.bmp,The image depicts a calm ocean around a small island with green palm trees under a blue sky with white clouds.,"The image has a calm ocean, a small island with green palm trees, and a blue sky with white clouds.",Island,50.58724397755238
gblur/img58.bmp,A rocky river flows through a lush green valley with tall trees and snow - capped mountains.,"The image shows a river, lush greenery, rocky banks, and snow - capped mountains with natural color tones.",River,66.90420924161855
