image,content1,content2,content3,mos_quality
sd1.5_lowstep_183.jpg,The image depicts a green mushroom cloud.,"The image has distinct layers, bright green color, and textured surfaces.",Mushroomcloud,2.573155672
sd1.5_lowcorr_163.jpg,The young girl has brown hair in pigtails and wears a red dress.,"The image has clear facial details, warm colors, and a gentle background.",Girl,2.785504238
sd1.5_normal_107.jpg,The image displays two grids of colorful cartoon items and red blocks.,"The image has clear lines, vivid colors and distinct details.",Match-3,2.85831935
midjourney_lowstep_288.jpg,The image displays two shiny metallic vessels.,"The image has warm colors, soft focus, and blurred details.",Vessels,2.96825071
DALLE2_normal_114.jpg,A glazed donut sits on a decorative plate.,"The image has soft lighting, warm colors, and clear details of the donut.",Donut.,2.837204233
sd1.5_normal_182.jpg,The image presents front and back views of a fantasy character wearing detailed brown armor with golden accents.,"The image shows sharp details of the armor, smooth character skin, and consistent lighting across both views.",Armor,2.574642925
sd1.5_normal_291.jpg,A female figure with a green fox head wears an open orange jacket.,"The image has sharp fur details, vibrant colors, and distinct textures.",Foxwoman,2.957803829
glide_normal_023.jpg,A tiger crouches on the ground in dark surroundings.,The image shows a tiger with visible fur and dark background.,tiger,0.84859438
DALLE2_normal_009.jpg,A woman wears black boxing gloves and a white hoodie.,"The image has clear details of the woman’s face and gloves, soft lighting, and distinct colors.",Boxer,3.127756575
midjourney_lowstep_007.jpg,A gray cat sits in front of a black microphone on a wooden table.,"The image has soft background blur, visible fur details and clear microphone structure.",Singingcat,2.821971923
sd1.5_normal_196.jpg,The image shows a glowing sphere surrounded by colorful light streaks.,"The image has vivid colors, clear glowing effects, and distinct light streaks.",Sphere,3.018173564
sd1.5_lowcorr_262.jpg,A woman appears in a sepia-toned portrait wearing a dark hat and a patterned blouse.,"The image has sepia tones, soft background blur, and distinct facial features.",Portrait,3.283005153
sd1.5_normal_014.jpg,A colorful gecko rests on a rough rock.,"The image shows vivid colors, clear patterns and distinct textures of the gecko.",Gecko,3.404030758
glide_normal_073.jpg,The image displays green and red fluorescent patterns against a black background.,The image has distinct green and red fluorescent details and strong contrast.,Fluorescence,0.662833684
AttnGAN_normal_201.jpg,Multiple black shoes rest on a colorful surface.,"The image has vibrant colors, blurred edges, and visible shoe shapes.",Shoes,0.672064484
midjourney_normal_186.jpg,A young woman with curly brown hair stares at the viewer against a blurred neon backdrop.,"The image features clear facial details, vibrant neon hues, and a softly blurred background.",Woman,4.158106201
AttnGAN_normal_008.jpg,The image shows a blurry indoor room with various objects.,"The image has low clarity, dull colors, and unclear details.",room,1.230273953
glide_normal_246.jpg,The image shows a big brick house with a green lawn.,"The image has muted colors, soft details, and visible house structures.",House,1.765019055
midjourney_normal_087.jpg,"A hooded figure is wrapped in a light, translucent cloth against a dark background.","The image has soft textures, muted colors, and a dark ambiance.",Hooded,2.758973195
midjourney_normal_293.jpg,A metallic robot head faces the camera.,"The image has sharp robot details, vivid colors, and a blurred background.",Robot,3.347801074
DALLE2_normal_088.jpg,"A space shuttle flies through a colorful, starry space background.","The image has vivid colors, clear outlines of the shuttle, and a detailed space background.",Shuttle,3.334754679
glide_normal_024.jpg,A weathered tombstone stands in a grassy area with dry leaves.,The image shows a tombstone with discernible text and a grassy backdrop.,Tombstone,1.312728533
AttnGAN_normal_013.jpg,The image shows metallic objects with shiny surfaces.,The image has visible metallic components and reflective details.,metal,1.230273953
sd1.5_lowstep_219.jpg,A man wears a white hood and brown robe against a yellow background.,"The image has smooth textures, soft lighting and distinct colors.",Monk,2.912021026
sd1.5_lowcorr_256.jpg,The image shows a woman’s partial face and arm with soft tones.,"The image has soft textures, warm colors, and subtle details.",Woman,1.676926969
midjourney_lowstep_154.jpg,A small brown dog wears a dark collar.,The image has clear focus on the dog's face and blurred background.,Dog,2.152199766
sd1.5_normal_267.jpg,A blonde woman holds wooden weapons and wears fur clothing.,"The image shows clear textures, vivid colors, and detailed clothing.",Viking,2.888789697
DALLE2_normal_021.jpg,The image shows a silver and yellow armored robot's head.,"The image has vivid colors, clear lines and distinct details.",Robot,2.147166571
sd1.5_normal_103.jpg,A stack of gray stones rests on a curved surface.,"The image features detailed stone textures, smooth gradient colors, and soft lighting.",Cairn,2.716324886
AttnGAN_normal_176.jpg,A small doll lies on a soft surface.,"The image has blurry details, faded colors, and soft focus.",Doll,0.806196391
midjourney_normal_227.jpg,A small hamster sits in a woven basket filled with orange fruits and green grapes.,"The image has clear lines, warm colors, and distinct details of a hamster and fruits in a basket.",Hamster,3.365299544
xl2.2_normal_293.jpg,The robot head has large green eyes and a metallic neck against a colorful cosmic background.,The image shows clear details of the robot head and vivid colors in the background.,Robot,3.369254363
sd1.5_lowstep_235.jpg,A glass jar holds a detailed octopus on sandy surface.,"The image presents a vivid octopus, warm color palette, and clear textures.",OctopusInJar,3.531316317
midjourney_normal_212.jpg,A bowl holds pink and white flowers.,"The image presents vivid colors, clear petal details, and a smooth background.",Flowers.,3.143483028
sd1.5_highcorr_175.jpg,The image displays a figure with a visible brain and a muscular upper body.,"The image has distinct lines, contrasting colors, and clear anatomical details.",Brain,2.588700346
sd1.5_lowstep_240.jpg,The image shows a white robot with glowing green eyes.,"The image has clear details, distinct colors, and smooth textures.",Robot,3.727389608
xl2.2_normal_233.jpg,A black-and-white penguin stands on snow with a yellow banana on its head.,"The image has soft colors, clear details of the penguin, and a blurred background.",Penguin,2.389187797
midjourney_lowstep_053.jpg,The sticker displays a dark castle in an oval frame.,"The image contains a castle, an oval border, and a misty background.",Castle,1.696019687
sd1.5_lowcorr_067.jpg,The drawing depicts a girl's face.,"The drawing has visible pencil strokes, shaded areas and detailed facial features.",portrait,2.23076479
midjourney_normal_070.jpg,The image displays a stylized fox head with bright blue eyes and orange fur.,"The image has vivid colors, clear fur details, and bright eye reflections.",Fox,3.756916035
DALLE2_normal_246.jpg,A character in a gray armored suit holds a gray helmet with both hands.,"The image shows smooth textures, clear outlines, and consistent colors.",Character,2.082442662
sd1.5_highcorr_243.jpg,Green mushrooms grow around a mossy tree trunk in a forest.,"The image displays bright green mushrooms, detailed moss textures, and a misty forest background.",Mushrooms,3.045671512
sd1.5_normal_086.jpg,A cyborg character sits in a space scene with bright stars and bold text.,"The image displays vibrant colors, clear character features and prominent text.",Sci-fi,2.65595515
DALLE2_normal_212.jpg,The image shows three colorful flowers in a glass against a white textured background.,"The image has vivid colors, sharp details, and distinct textures.",Flowers,3.169097903
xl2.2_normal_041.jpg,A man sits at a wooden table and holds a spoon over a metal bowl of red raspberries.,"The painting has vibrant colors, clear details of the man and scattered raspberries, and smooth brushstrokes.",Portrait,3.076007049
xl2.2_normal_180.jpg,A female character wears mechanical armor.,"The image has smooth lines, vivid colors, and distinct details.",Cyborg,3.57336489
sd1.5_lowstep_153.jpg,A yellow emoji figure stands behind a wooden bar counter.,"The image has warm tones, clear details of the figure and bar bottles.",Emojibar,2.643063777
midjourney_normal_225.jpg,A glass snow globe contains a vivid explosion scene.,"The image has clear details, warm colors, and distinct elements.",Snowglobe,3.494295005
sd1.5_lowcorr_022.jpg,A black-and-white panda holds a glass with green leaves in a kitchen.,"The image shows a clear panda, vivid colors, and detailed kitchen elements.",Panda,3.257944615
AttnGAN_normal_063.jpg,The image depicts a large pale central shape surrounded by smaller textured brown shapes.,"The image has soft colors, visible textures, and distinct forms.",Flower,0.986154364
sd1.5_highcorr_084.jpg,The image shows a green broccoli.,The image has vivid green color and clear broccoli details.,Broccoli,2.925297001
sd1.5_lowstep_243.jpg,Green moss covers parts of a tree trunk.,The image displays bright green moss and textured tree bark.,Moss,3.001476926
sd1.5_normal_177.jpg,The image shows a carved wooden fox head.,"The image has sharp details, clear wood grain, and warm colors.",Foxcarving,3.773548415
AttnGAN_normal_174.jpg,The image shows a green and blue water surface with ice fragments.,"The image has vivid color variations, noticeable textures and clear details.",icewater,1.014269206
DALLE2_normal_261.jpg,The image displays a brown spaceship with green glowing sections.,The image presents a detailed spaceship with distinct glowing elements.,Spaceship,2.803217798
sd1.5_lowcorr_077.jpg,A cat-headed figure wears armor and holds a sword.,"The image has clear lines, warm colors, and distinct character details.",catwarrior,2.966953132
glide_normal_049.jpg,An orange and white cat stares at the camera.,The image has visible fur patterns and a clear green eye.,Cat,2.02640351
DALLE2_normal_299.jpg,A spotted cheetah cub stands against a muted background.,"The image has detailed fur texture, warm lighting and distinct spots.",Cheetah,2.450942667
sd1.5_highcorr_016.jpg,A fluffy rabbit sits on green grass.,"The image has sharp details, blurred background and natural colors.",Rabbit,3.630412823
midjourney_lowstep_221.jpg,A man holds a large duck.,"The image has soft edges, warm colors, and distinct shapes.",Manholdingduck,2.276634155
xl2.2_normal_091.jpg,A UFO emits a green light beam onto a desert road.,"The image has a bright light beam, a clear desert landscape and a distinct UFO.",UFO,3.662501677
sd1.5_normal_105.jpg,A blue-haired anime character plays a dark guitar.,"The image has clear outlines, vivid colors and distinct details.",Guitarist,2.736106345
xl2.2_normal_244.jpg,A well-dressed man sits at a nicely set dining table.,"The image has high clarity, vivid colors, and distinct details.",Dining,2.996365552
glide_normal_020.jpg,The image shows a dark roof with chimneys and a window.,"The image has low brightness, blurry details and dark tones.",Roof,0.764528218
midjourney_normal_220.jpg,The heart-shaped decor features a golden tree on a blue marble background.,"The image displays clear details, vibrant colors, and a smooth surface of the decor.",decor,3.800500414
sd1.5_lowcorr_012.jpg,The image displays a colorful gradient bar and text.,The image presents clear color transitions and readable text.,gradientbar,2.627511156
midjourney_lowstep_058.jpg,A man with a long beard wears a yellow furry coat.,"The image has motion blur, soft details and a blurred background.",Man,2.692443672
midjourney_lowstep_268.jpg,The image shows blurry spires on an orange landscape.,"The image has soft focus, warm colors, and unclear details.",landscape,1.627020319
sd1.5_normal_266.jpg,A glass object reflects a desert landscape with brown hills and a golden sunset.,"The image has clear details, vivid colors and distinct reflections.",Reflection,2.821971923
glide_normal_208.jpg,The image shows stylized text and a graphic on a red background.,"The image has bold colors, stylized elements, and a dark red backdrop.",Jio,1.234399646
xl2.2_normal_194.jpg,"A large jellyfish floats over a wavy, colorful surface.","The image has vivid colors, clear details and smooth textures.",Jellyfish,3.29157139
DALLE2_normal_087.jpg,The drawing shows an old man with wavy hair and a beard.,"The image has dark tones, soft shading, and light highlights on hair.",Portrait,1.834018423
midjourney_normal_075.jpg,A girl confronts a large green tentacled creature.,The image displays a vivid scene with clear character details and bright colors.,Encounter,3.558662387
sd1.5_highcorr_054.jpg,A fluffy white cat with bright blue eyes lies on a gray concrete ledge.,"The image has sharp fur details, bright blue eyes, and a softly blurred background.",Cat,3.27751397
sd1.5_highcorr_231.jpg,A lion with a thick mane faces the viewer.,The image has sharp details of the lion's mane and strong contrast.,Lion,3.380391978
AttnGAN_normal_035.jpg,Broken brown eggshell lies near yellow egg yolk with a small red spot.,The image has visible details of eggshell and distinct warm color tones.,Egg,0.761394747
sd1.5_normal_067.jpg,A young woman rests her hand near her chin against a text-covered background.,"The image has clear facial details, distinct hair texture, and visible background text.",Portrait,3.058356047
AttnGAN_normal_102.jpg,Birds move against a patterned background.,The image shows moving birds and a textured surface.,Birds,0.799027902
glide_normal_055.jpg,Colorful fish swim in blue water.,"The image has vivid colors, clear fish figures, and bright blue background.",Fish,1.614577211
AttnGAN_normal_193.jpg,The image shows colorful abstract shapes.,The image displays distinct colors and visible textures.,Abstract,0.955535203
sd1.5_lowstep_260.jpg,A red Mickey Mouse toy stands on a black base.,"The image has clear details, vivid colors and distinct textures.",Mickey,3.157062251
sd1.5_lowstep_148.jpg,A deer head with brown antlers sits on a human body wearing a black suit and white shirt.,"The image has distinct colors, smooth textures and clear outlines.",Deersuit,3.255352906
sd1.5_normal_236.jpg,A woman wears black sunglasses and has a short blonde haircut.,The image has clear details of the woman’s haircut and sunglasses and natural colors.,Haircut,2.757389397
xl2.2_normal_286.jpg,Two people stand by calm water surrounded by colorful rocky mountains under a large planet and a bright sky.,"The image has vivid colors, clear outlines of mountains and figures, and smooth reflections on the water surface.",Alienlandscape,3.080710077
AttnGAN_normal_107.jpg,"The image displays blurry, distorted human figures.","The image has low clarity, blurry details, and distorted shapes.",distortion,1.014269206
sd1.5_lowcorr_078.jpg,The embroidery shows a dark tree above a bright yellow circle with blue and pink surroundings.,"The embroidery has distinct thread textures, vibrant colors, and clear embroidered patterns.",Embroidery,2.817479781
midjourney_normal_064.jpg,Three whimsical creatures play a card game at a cluttered table.,"The image has vivid colors, detailed textures, and clear character expressions.",Cardgame,3.938212751
DALLE2_normal_037.jpg,A person with dark skin wears sparkling accessories and vibrant red makeup.,"The image has clear details, rich colors, and sharp focus.",Portrait,3.645914271
sd1.5_lowcorr_278.jpg,A red-skinned character holds a sword.,"The image has distinct colors, clear character features, and visible weapon details.",Character,1.991888058
sd1.5_highcorr_269.jpg,An elderly man with white hair and a beard wears a red coat and black glasses while sitting with clasped hands.,"The image has clear details of the man’s face, hands, and clothing and vivid colors.",Portrait,3.662501677
midjourney_normal_271.jpg,The golden skull has blue cracked fragments and sits on a dark surface.,"The image shows clear details, vibrant colors, and distinct textures.",Skull,3.989769364
glide_normal_148.jpg,A stylized deer head faces the viewer against a bright green background.,"The image has vivid colors, distinct outlines, and smooth visual textures.",Deer,1.373683876
sd1.5_lowcorr_199.jpg,A young woman with red hair wears a pink and white gown next to a stone pillar.,"The image shows soft lighting, vivid colors, and clear textures of the gown and pillar.",Gown,2.732667064
glide_normal_191.jpg,A fuzzy orange teddy bear sits against a white background.,"The image has warm orange colors, visible fuzzy texture, and a plain white background.",Teddybear,1.948511424
sd1.5_highcorr_131.jpg,A fluffy panda cub leans on a rough stone ledge.,"The image has clear details, vivid colors and sharp focus on the panda cub.",Pandacub,3.208047473
midjourney_lowstep_043.jpg,A green frog wears a small hat and sits on a smooth surface.,"The image has a clear subject, soft background and vivid colors.",Frog,3.231255627
sd1.5_lowstep_282.jpg,A painting shows a waterfall with green rocks.,"The image has soft colors, smooth textures, and flowing water.",Waterfall,2.127265738
xl2.2_normal_096.jpg,An astronaut holds a plate of peanut butter in a dim environment.,"The image has soft lighting, clear text, and visible spacesuit details.",Peanutbutter,3.345173159
midjourney_lowstep_171.jpg,A girl with blue hair sits in a dark cave.,"The image has soft colors, smooth lines and a dim background.",Girl,2.444661076
sd1.5_lowstep_152.jpg,The image displays a round table with sculpted heads and small containers.,The image presents clear details of sculpted heads and items on a round table.,SculptedHeads,1.765019055
glide_normal_074.jpg,The image shows an ornate archway with decorative elements.,"The image has low brightness, dark shadows, and some blurry details.",Archway,1.296708731
AttnGAN_normal_281.jpg,The image presents colorful abstract shapes with metallic elements.,"The image has vibrant colors, detailed textures, and complex patterns.",Abstract,0.971526322
sd1.5_lowcorr_090.jpg,A girl wears a mushroom hat and smiles.,"The image has clear lines, distinct colors and visible details.",MushroomGirl,3.145006417
xl2.2_normal_154.jpg,The image shows a cute poodle puppy with fluffy fur.,"The image has bright colors, clear lines and distinct details.",Poodle,2.871898573
sd1.5_normal_187.jpg,Two figures wear detailed ancient-style clothing.,"The image displays clear lines, intricate patterns and distinct figures.",Classical,3.131243411
DALLE2_normal_015.jpg,A man dressed as Santa holds white pills and has a cigarette in his mouth.,"The image has muted tones, visible grain, and clear subject details.",Santa,2.505030811
midjourney_normal_248.jpg,A young woman with long red hair looks at the camera.,"The image has vivid red hair, clear facial features, and soft background lights.",Redhead,3.531316317
midjourney_lowstep_098.jpg,A cheerful cartoon fox dances in a blue suit and bow tie.,"The image has vibrant colors, clear character outlines, and soft glowing spots.",FoxDancer,2.989757839
sd1.5_highcorr_122.jpg,"The image shows a blurry figure with red, black, and white elements against a gray background.",The image has low clarity and indistinct details.,Figure,0.331720329
DALLE2_normal_220.jpg,A blue heart-shaped stone with a golden tree sits on a marbled background.,"The image has vivid colors, clear details, and a distinct background.",HeartTree,2.505259558
sd1.5_highcorr_037.jpg,The blurry image displays indistinct red and white shapes.,"The image has low clarity, indistinct details, and blended colors.",Blur,0.550374317
glide_normal_021.jpg,A toy robot stands against a white background.,The image shows distinct shapes and visible colors.,Robot,1.960618923
midjourney_lowstep_216.jpg,A vibrant toucan sits inside a circular glass frame.,"The image has vivid colors, clear details, and smooth surfaces.",toucan,3.306433702
sd1.5_lowcorr_046.jpg,The image depicts a small wooden boat carrying several people in turbulent water and a lone person floating beside it.,"The image has muted colors, visible brushstrokes, and distinct figures.",Migration,2.550308113
AttnGAN_normal_030.jpg,The image shows abstract forms with red and brown tones.,"The image has blurry outlines, blended colors and indistinct details.",Abstract,1.014269206
DALLE2_normal_157.jpg,A green spaceship flies over a colorful alien landscape.,"The image has vibrant colors, distinct shapes, and clear details.",Spaceship,2.432406235
DALLE2_normal_244.jpg,A decorative figure rests under a golden table with small round objects.,"The image displays distinct colors, clear shapes, and visible textures.",Setup,2.058266369
sd1.5_highcorr_087.jpg,The image shows a blurry light figure against a warm background.,"The image has low sharpness, soft edges, and indistinct details.",Figure,0.621134369
midjourney_normal_131.jpg,A fluffy rabbit sits on soft blankets.,"The image has clear fur details, soft colors and sharp focus.",Rabbit,3.401488261
midjourney_normal_196.jpg,A glowing square with an H symbol floats among transparent bubbles on a dark background.,"The image displays glowing elements, vibrant blue hues, and clear bubble outlines.",Hydrogen,3.038537814
midjourney_normal_232.jpg,A small owl sits inside a clear glass jar with a metal lid.,"The image has warm lighting, sharp focus on the owl and blurred background.",Owl,3.673754131
DALLE2_normal_062.jpg,A man with white hair wears a red and gold crown and a white fur collar.,"The image shows distinct features, rich colors, and clear textures.",King,3.401488261
sd1.5_highcorr_273.jpg,The image shows a vibrant tunnel with colorful curved walls and a distant blue end.,"The image has vivid colors, clear curved structures, and a distinct perspective of the tunnel.",Tunnel,3.374371279
sd1.5_normal_045.jpg,The comic strip depicts Superman in several panels with speech bubbles.,"The image contains six panels, distinct character illustrations, and readable dialogue.",Superman,3.008458905
DALLE2_normal_231.jpg,A lion mask is surrounded by fluffy blue cotton candy.,"The image has a dark background, vibrant blue color, and clear mask details.",lion,1.829599618
AttnGAN_normal_164.jpg,"A hand holds a dark, wrinkled fabric next to green trees.",The image has blurred details and muted color tones.,Fabric,0.812984657
sd1.5_lowstep_033.jpg,Pope Francis waves with his right hand and holds a small object in his left hand.,"The image has a clear subject, distinct colors, and sharp details.",Pope,3.758770672
sd1.5_lowstep_003.jpg,The image shows colorful colliding galaxies and bright stars.,"The image has vivid colors, distinct galaxy structures, and numerous bright stars.",Galaxies,2.004546739
sd1.5_highcorr_233.jpg,Two penguins stand on a sandy surface with ice and water in the background.,"The image shows clear details of penguins, vibrant colors, and distinct shadows.",Penguins,2.980532355
sd1.5_normal_282.jpg,"The image displays a blue waterfall, lush green foliage, and brown rocks.","The image has vivid colors, clear textures, and distinct visual elements.",Landscape,2.176839871
sd1.5_normal_285.jpg,A person with long black dreadlocks wears a pink shirt in front of a cloudy sky.,"The image has smooth lines, vibrant pink color, and distinct dreadlock details.",Dreadlocks,2.135311817
AttnGAN_normal_020.jpg,The image shows blurry orange objects and a dark shape on a light surface.,"The image has low clarity, dull colors, and indistinct details.",blur,0.965602553
midjourney_normal_146.jpg,A cheetah cub looks directly forward.,The image features a cheetah cub with soft fur and dark markings.,Cheetah,3.632335048
midjourney_lowstep_201.jpg,The rainbow-colored teddy bear raises its arms while standing on a red surface.,"The image has vibrant colors, soft focus and blurred background elements.",RainbowBear,2.460930201
sd1.5_lowcorr_212.jpg,A pink flower sits in a white vase.,"The image has detailed petals, smooth vase surface, and strong color contrast.",Dahlia,2.671047584
AttnGAN_normal_272.jpg,The image shows blurry objects and lights.,The image has unclear details and dim lighting.,Blurriness,0.79958578
sd1.5_highcorr_274.jpg,An old train car rests in a grassy field.,"The image has clear details of the train car, distinct grass texture, and soft sky patterns.",Traincar,3.590592228
sd1.5_normal_268.jpg,The image shows a colorful landscape with a small building and glowing lights.,"The image has soft colors, blurred details and dreamy atmosphere.",Landscape,2.65595515
AttnGAN_normal_053.jpg,The image displays abstract gray shapes.,"The image features muted colors, soft textures, and abstract forms.",Abstract,1.084556311
sd1.5_lowstep_067.jpg,A smiling woman holds a white newspaper against a blue background.,"The image has vivid colors, smooth lines and clear shapes.",Reading.,2.785504238
xl2.2_normal_289.jpg,An old man with white hair and blue eyes looks at the camera.,"The image has clear facial details, bright blue eyes, and a soft gray background.",Portrait,3.375915916
xl2.2_normal_128.jpg,A woman wears blue traditional clothing and has styled black hair.,"The image displays clear facial features, soft background, and vibrant clothing colors.",TraditionalWoman,2.459590343
sd1.5_highcorr_108.jpg,The image features a colorful bird head on a red background.,"The image has vivid colors, distinct lines, and a bold appearance.",Bird,2.988623579
midjourney_lowstep_260.jpg,The image features a steampunk Mickey Mouse head.,"The image has warm metallic tones, distinct textures, and clear shapes.",SteampunkMickey,2.888789697
midjourney_lowstep_101.jpg,A hooded figure plays a polished cello.,"The image has soft lighting, clear shadows, and blurred motion effects.",Cellist,3.143483028
midjourney_lowstep_204.jpg,"Two smiling women stand close together, one holding a glass.","The image has warm colors, soft focus and clear facial expressions.",Friends.,3.472753415
xl2.2_normal_018.jpg,An older man in a black tuxedo holds a white paper above his head.,"The image has sharp clarity, balanced colors, and distinct details.",Executive,3.516490125
midjourney_lowstep_144.jpg,A silver starfish pendant rests on a dark surface.,"The image has sharp details, clear texture, and distinct shadows.",Pendant,2.988623579
sd1.5_highcorr_255.jpg,A man holds a decorated staff in front of a glowing circle.,The image shows clear details of the man's ornate clothing and bright glowing elements.,Sorcerer,3.591686053
sd1.5_highcorr_067.jpg,The image shows a woman with long dark hair drawn over newspaper pages.,The image features a detailed drawing of a woman and visible newspaper text in the background.,Portrait,2.791787056
midjourney_lowstep_073.jpg,A stylized otter stares at the viewer.,"The image has vivid colors, soft textures, and distinct facial details.",otter,2.226737013
sd1.5_lowcorr_127.jpg,A person and robots perform tasks at a table in a mechanical workshop.,"The image displays detailed sketches, monochrome tones and mechanical components.",Collaboration,3.501131449
midjourney_normal_171.jpg,A woman in a light blue dress sits on rocks inside a cave.,"The image displays soft hues, clear character details, and visible cave textures.",Woman,3.008458905
DALLE2_normal_280.jpg,Five toy animals in black tuxedos clink glasses with amber liquid.,"The image has clear toy figures, amber-colored drinks, and sparkling background details.",Toast,2.532470662
AttnGAN_normal_260.jpg,The image shows colorful abstract shapes with shiny surfaces.,"The image has vibrant colors, distinct shapes, and visible reflective details.",Abstract,0.747278376
xl2.2_normal_138.jpg,The image depicts a vibrant landscape with pink trees and a glowing river.,"The image has vivid colors, soft lighting, and distinct landscape elements.",Landscape,3.193169444
midjourney_normal_052.jpg,"A young girl stands before a large, colorful octopus-like creature and small dark monsters.","The image has vivid colors, clear character details, and distinct background elements.",GirlWithGiantOctopusCreature,3.524162768
midjourney_normal_184.jpg,A golden mechanical mask displays intricate designs on a dark background.,"The image has sharp details, vivid golden tones, and clear decorative elements.",Mask,4.016980847
DALLE2_normal_053.jpg,The image shows a cartoon castle and the word CASTLE below it.,"The image has distinct outlines, bright colors, and clear text.",Castle,2.405953874
midjourney_normal_116.jpg,A red-haired woman wears a shiny futuristic armor suit.,"The image has high clarity, vivid colors and sharp details.",Cyborg,4.285938012
xl2.2_normal_045.jpg,Superman stands with raised fists among older men in suits.,"The image has bright colors, clear outlines, and distinct character features.",Superman,2.954193289
sd1.5_normal_062.jpg,The man wears a golden crown with red and black details.,"The image has clear facial details, vivid crown colors, and sharp hair texture.",King,3.221284286
sd1.5_normal_143.jpg,Orange fish swim in calm blue-green water.,"The image has visible orange fish, soft blue-green tones, and smooth water patterns.",Fish,2.309898917
glide_normal_265.jpg,"The image shows a blue, uneven object against a dark background.",The image has vivid blue colors and visible textured details.,Blue,0.648776263
xl2.2_normal_296.jpg,"A spooky, dark creature holds a hat in a moonlit landscape with bare trees.","The image has sharp outlines, contrasting light and dark tones, and clear background details.",Creature,3.25960126
AttnGAN_normal_059.jpg,Distorted figures lie overlapping on green grass.,The image contains overlapping distorted figures and a green grassy area.,Distorted,0.753539821
AttnGAN_normal_182.jpg,A large brown textured object rests on a surface beside a blue and yellow package.,"The image has low clarity, soft colors and unclear details.",Object,1.010879855
xl2.2_normal_170.jpg,Orange butterflies rest on vibrant red and yellow flowers.,"The image has vivid colors, clear butterfly patterns, and a softly blurred background.",Butterflies,2.941929382
sd1.5_lowcorr_268.jpg,The image depicts a colorful landscape with structures and a bright light.,"The image has vivid colors, distinct shapes, and a clear composition.",landscape,3.438253731
midjourney_normal_014.jpg,A yellow and black spotted leopard gecko rests on a brown wooden log.,"The image has sharp details of the gecko’s skin, vivid colors and clear focus.",Gecko,3.248505469
DALLE2_normal_208.jpg,"The image displays cartoon fries, a drink cup, and a potato figure with the text ""French Fiss"".","The image has vibrant colors, playful characters, and clear text elements.",FrenchFiss,3.034849246
sd1.5_highcorr_026.jpg,The painting shows various moon phases above a curved landscape with soft color gradients.,"The painting has distinct moon phases, smooth color blends, and clear layer transitions.",Moonphases,2.127719964
glide_normal_214.jpg,"The image shows a colorful landscape with a path, red flowers, green grass, blue sea, and a yellow overhang.","The image has distinct colors, simple shapes, and clear sections.",Landscape,0.949159982
glide_normal_017.jpg,The window frames a bright outdoor scene with bare trees and distant buildings.,The image displays dark interior foreground and bright exterior background with blurry elements.,Windowview,1.391281461
sd1.5_highcorr_077.jpg,A striped cat with bright blue eyes wears a golden and red outfit.,"The image has vivid colors, clear fur details, and bright blue eyes.",Cat,3.017147546
AttnGAN_normal_039.jpg,Robotic figures stand in a blurry indoor setting.,The image shows blurry robotic figures with unclear details.,Robots,1.247523795
DALLE2_normal_174.jpg,A skateboard with gold edges and wheels rests on a shiny gold surface.,"The image has clear details, vivid golden tones, and sharp reflections.",Skateboard,3.516223883
midjourney_lowstep_193.jpg,A head with glowing eyes faces the viewer.,"The image has soft focus, warm colors, and glowing eyes.",glowing,1.661520003
midjourney_lowstep_237.jpg,A woman wears a large green dress and shows a surprised face.,"The image has bright green color, blurred hair, and dark background.",Woman,3.324474137
sd1.5_lowstep_278.jpg,The image shows blurry red and dark shapes on a gray background.,"The image has blurry outlines, indistinct details and red and dark colors.",Blurry,0.385031694
midjourney_lowstep_210.jpg,An astronaut and a green dinosaur shake hands under an orange sky.,"The image has warm colors, distinct figures and a large round sun.",Handshake,2.545997226
sd1.5_lowcorr_048.jpg,The image displays a green landscape with rolling hills and a pink sky.,"The image has vibrant pink sky, lush green hills, and distinct grassy textures.",Landscape,3.572719808
DALLE2_normal_201.jpg,A translucent gummy bear rests on a glowing blue surface.,"The image has vibrant colors, soft background blur, and distinct subject details.",Gummybear,1.880615311
AttnGAN_normal_056.jpg,The image shows trees reflected in calm water.,"The image has blurred details, textured surfaces, and muted green tones.",Reflection,1.391281461
sd1.5_lowcorr_197.jpg,Four white stormtroopers hold weapons and a colorful object in a dusty scene.,"The image has clear stormtrooper details, distinct colors, and a textured background.",Stormtroopers,2.882341659
midjourney_lowstep_256.jpg,A woman wears large antlers and a brown cloak.,"The image has soft lighting, warm tones and visible details.",Deerwoman,3.274576995
sd1.5_lowstep_106.jpg,The image shows a futuristic rollercoaster with glowing tracks and metallic structures.,"The image has high clarity, vivid glowing elements, and sharp structural details.",rollercoaster,2.896939758
sd1.5_lowcorr_226.jpg,The image shows a labeled human heart with distinct colors.,"The image has clear labels, distinct colors and visible anatomical details.",Heart,3.373697126
sd1.5_highcorr_036.jpg,A colorful garden gnome stands in a bright grocery store aisle.,"The image has high clarity, vivid colors and clear details.",Gnome,2.701232452
DALLE2_normal_185.jpg,A cute chibi girl holds a silver golf club.,"The image has clear outlines, bright colors and distinct character details.",Golfer,2.799561659
sd1.5_lowstep_201.jpg,A colorful gummy bear raises one arm.,"The image has vivid colors, smooth textures, and clear details.",Gummybear,3.058356047
midjourney_normal_012.jpg,The image shows a dimly lit bar with a neon sign and many bottles.,"The image has clear details, warm colors, and soft lighting.",Bar,3.530547546
